Dataset Name,Domain,Number of Variables at each time point,Number of Time Points,Time interval between points,Primary Source Repository,Link to Data,Detailed Description,Comments,Original Row #,Number of Versions,Reconciler Version,Reconciler Status,Reconciliation Notes,Informer,Monash TSER,UTSD,AutoGluon,Darts,TSLib,TSFM-Granite,TSFM-Core,TSFM-Bench,LOTSA,Prophet,NeuralForecast,Merlion,Aeon,DataLoop,NonUCR-UCI,UCR,UEA,MONSTER,Monash,Monash-Common,Monash-small,M1,M2,M3,M4,M5,M6,TSB-UAD MOMENT,TSB-UAD Full,Hackernoon,Monash Moment,Kaggle TS,FastML,Time-LLM,AutoTimes,ST-LLM,LLM-Time,LLM-Mixer,LLM-prompt,LLM-PS,One Fits All,Lag-Llama,Chronos-Pre,Chronos-Eval1,Chronos-Eval2,ChronosBolt-Pre,ChronosBolt-Eval1,ChronosBolt-Eval2,ChronosX-Eval2,ChronosX-Synth,ChronosX-Pre,ChronosX-Eval1,TS-RAGZSEval,TS-RAGPreT,Tempo,TimeBench,InstructTime,LPTM-Pre,LPTM-Eval,TS2Vec-Bench,TS2Vec-PreT,Automixer,TTM-PreT,TTM-Eval,TTM-Bench,TSMamba-ZS,TSMamba-FullShot,TimeGPT,GHPT,TimesNet,TimesFM,Time-MOE,Timer-XL,LightGTS,CiK,NSF HDR,MLCommons-EQ,@
AustraliaRainfall,Environmental Monitoring,"3 (average, minimum, and maximum temperature)",24,Hourly,"Bureau of Meteorology, Australia",https://zenodo.org/records/3902654,"This dataset aims to predict total daily rainfall using 24 hourly temperature measurements (average, minimum, and maximum) from 518 weather stations across Australia.  The dataset contains over 160,000 instances, making it a substantial resource for research.  The challenge lies in the complex and indirect relationship between temperature fluctuations and rainfall, requiring models to learn robust mappings across diverse Australian climates.","This is a very large dataset with over 160,000 instances. The task is challenging because the relationship between temperature fluctuations and rainfall is complex and indirect. The model must learn a mapping that is robust across diverse Australian climates. The data is sourced from a government meteorological agency, giving it high credibility.16",30,1,10,Split into 2 records on 2025-08-01 17:06:02,"Multiple Datasets

The sources describe two distinct datasets with the same name. Source 1 ('Monash TSER') describes a dataset for predicting daily rainfall based on 24 hourly temperature measurements from weather stations across Australia. Source 2 ('UTSD') describes a multivariate time series from the TSER archive, also related to rainfall in Australia, but with different characteristics. The differing number of time points (24 vs 11.54) and descriptions clearly indicate separate datasets. The shared name 'AustraliaRainfall' appears to be a naming collision.",,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AustraliaRainfall,Environment,3,11.54,Hourly,TSER Archive,TSER Archive,"This is a multivariate time series with 3 dimensions from the Time Series Extrinsic Regression (TSER) Archive.  It is designed for extrinsic regression tasks, where a scalar value is predicted from a time series.","This is a very large dataset with over 160,000 instances. The task is challenging because the relationship between temperature fluctuations and rainfall is complex and indirect. The model must learn a mapping that is robust across diverse Australian climates. The data is sourced from a government meteorological agency, giving it high credibility.16",30,1,10,Split into 2 records on 2025-08-01 17:06:02,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
autogluon/chronos_datasets,Time Series (Forecasting),"N/A (implied id, timestamp, target and potentially other sequence columns)",N/A,N/A (can be inferred with pandas.infer_freq),Hugging Face,https://huggingface.co/autogluon/chronos_datasets,"A dataset repository on Hugging Face under the AutoGluon organization, likely related to Chronos forecasting models. Contains datasets where each row is a time series with id, timestamp, and target columns. Some datasets are very large.","Website inaccessible. Updated Mar 18, 10.4M downloads.",31,1,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
autogluon/chronos_datasets_extra,Time Series (Forecasting),"Varies (e.g., ETTh: 7 vars, ETTm: 7 vars)",Varies,"Varies (e.g., Hourly for ETTh1, 15-minutes for ETTm1/2)",Hugging Face,https://huggingface.co/datasets/autogluon/chronos_datasets_extra,"Contains time series datasets used for training and evaluation of Chronos forecasting models, specifically those with license restrictions preventing hosting in the main chronos_datasets repo. Examples include ETTh, ETTm, brazilian_cities_temperature, spanish_energy_and_weather.","Requires trust_remote_code=True to load. Updated Jul 23, 2024, 840 downloads.",32,1,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azure_vm_traces,Cloud Computing,Univariate (CPU Utilization). Source is multivariate.,1.9 billion readings across ~2.6M VMs over 30 days 14,5 minutes 15,Microsoft Azure Public Dataset,https://github.com/Azure/AzurePublicDataset,"Sanitized traces of virtual machine (VM) workload from a Microsoft Azure data center (2019), including CPU utilization readings. Characterized by high frequency and spiky, non-stationary patterns typical of compute workloads.14","Inclusion is critical for training on high-frequency, noisy series common in IT operations. The scale (millions of series) exposes the model to a vast diversity of short-term workload patterns.",33,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,
Azure-VM-Traces-2017,Cloud Computing,"~2,000,000 VMs' CPU utilization","~8,640 (over 30 days)",5 minutes,Microsoft Azure,https://github.com/Azure/AzurePublicDataset,"A trace of virtual machine (VM) workload from a Microsoft Azure region in 2017, containing 1.2 billion CPU utilization readings from ~2 million VMs over 30 days.  Provides a realistic view of resource utilization patterns in a large-scale public cloud environment.",Dataset is part of the Large-scale open time series archive (LOTSA),34,3,10,Split into 2 records on 2025-08-01 17:06:47,"Multiple Datasets

The sources describe two distinct datasets with similar names but crucial differences.  While both relate to Azure VM traces from 2017, they differ significantly in scope, granularity, and purpose:

* **LOTSA Dataset:** This dataset focuses on CPU utilization of ~2 million VMs over 30 days at 5-minute intervals. Its primary purpose seems to be analyzing resource utilization patterns.

* **TSFM-ScalingLaws Dataset:**  This dataset appears to be much larger and more varied, covering various aspects of VM usage and resource allocation. It is intended for training and evaluating Time Series Foundation Models (TSFMs), with specific emphasis on scaling laws and generalization across different tasks. It seems to include the LOTSA data as a subset, under the `dataset_test/Lotsa[DataSize]` directory, however, it is not clear whether this is a modified version of the LOTSA dataset or an exact copy.",,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,Y,,,,,
azure_vm_traces_2017,Time Series Forecasting (within Cloud Computing),Multiple (VM usage and resource allocation metrics),">1 Billion (exact number unclear, described as massive, and includes LOTSA data as a subset)",Varies (exact details not specified),Qingren/TSFM-ScalingLaws-Dataset,https://huggingface.co/datasets/Qingren/TSFM-ScalingLaws-Dataset,"Traces of virtual machine (VM) usage and resource allocation from Microsoft Azure data centers in 2017. Used for training and evaluating Time Series Foundation Models, with a focus on scaling laws and generalization across different tasks, including in-distribution and out-of-distribution scenarios. Includes data from various sources, including LOTSA.","This dataset is designed for research on scaling laws in Time Series Foundation Models, and might include different metrics, aggregation levels and preprocessing compared to the original LOTSA data.",34,1,10,Split into 2 records on 2025-08-01 17:06:47,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BasicMotions,Human Activity Recognition (HAR),"6 (3-axis accelerometer, 3-axis gyroscope)",100,0.1 seconds (sampled once every tenth of a second),UEA Multivariate Time Series Archive (timeseriesclassification.com),https://timeseriesclassification.com/description.php?Dataset=BasicMotions,"This dataset consists of smartwatch recordings of four activities performed by four students: walking, resting, running, and badminton.  Data is collected from a 3-axis accelerometer and a 3-axis gyroscope, resulting in 6 variables at each time point.  Each time series instance represents 10 seconds of activity, sampled at 0.1-second intervals (100 time points).  The dataset is split into 40 training and 40 testing instances, totaling 80 time series. Data order is accelerometer x, y, z then gyroscope x, y, z. Participants recorded each motion five times.",A classic multivariate time series classification dataset for HAR. Suitable for introductory MTSC tasks. Equal length series.  The challenge lies in leveraging the correlated information from the accelerometer and gyroscope readings.,35,8,10,Reconciled on 2025-08-01 17:07:32,,,,,,Y,,,,,,,,Y,X,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,Y,,,,,
bdg-2_bear,Energy,Multiple,90000000,Varies,Qingren/TSFM-ScalingLaws-Dataset,Hugging Face,Likely building energy consumption data.,Part of the building energy data collection. 3,36,1,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bdg-2_fox,Energy,Multiple,40000000,Varies,Qingren/TSFM-ScalingLaws-Dataset,Hugging Face,Likely building energy consumption data.,Part of the building energy data collection. 3,37,1,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bdg-2_panther,Energy,Multiple,450000000,Varies,Qingren/TSFM-ScalingLaws-Dataset,Hugging Face,"Likely building energy consumption data. The bdg prefix suggests ""building"".",One of several large building energy datasets in the corpus. 3,38,1,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beam-Level-Traffic,Telecommunications,2880,4704,Hourly,Netop Team / Hugging Face,Hugging Face,"A multivariate time series dataset with KPIs from 2,880 beams across 30 5G base stations. Metrics include downlink throughput volume, transmission time, PRB usage, and user count.","Curated to support research in predicting KPIs in communication networks, offering a benchmark for SOTA time series models in the wireless domain.",39,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,
Beef,Spectro,1,470,Not specified,"timeseriesclassification.com, cs.ucr.edu",Beef Description,"The data consists of absorbance spectra from pieces of beef. The task is to distinguish between 5 classes of beef, likely related to quality or type.",Donated by K. Kemsley & A. Bagnall. A 5-class problem with 30 training and 30 testing instances.,40,6,10,Auto-reconciled (1 unique source) on 2025-08-01 17:08:13,,,,,,Y,,,,,,,,Y,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,Y,,,,,
BeetleFly,Image,1,512,Not specified,"timeseriesclassification.com, cs.ucr.edu",BeetleFly Description,"This Image dataset contains 1-dimensional time series. The classification task is to distinguish between a beetle and a fly based on image-derived data, a binary classification problem.",Donated by J. Hills & A. Bagnall. It includes 20 instances for training and 20 for testing.,41,6,10,Auto-reconciled (1 unique source) on 2025-08-01 17:08:14,,,,,,Y,,,,,,,,Y,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,Y,,,,,
Beijing Multi-Site Air-Quality,Air Quality,12,35064,Hourly,UCI Machine Learning Repository,DOI: 10.24432/C5RK5G,"Comprises hourly measurements of six primary air pollutants and six corresponding meteorological variables at various locations in Beijing over a period of four years (March 1, 2013, to February 28, 2017).",Not explicitly stated in the original paper.,42,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beijing PM2.5,"Environmental Science, Air Pollution","13 (including PM2.5 concentration, dew point, temperature, pressure, wind direction/speed, and cumulative snow/rain)",43824,1 Hour,UCI Machine Learning Repository,https://archive.ics.uci.edu/dataset/381/beijing+pm2+5+data,"Hourly PM2.5 readings from the US Embassy in Beijing (2010-2014), combined with meteorological data (temperature, pressure, dew point, wind speed/direction, cumulative rain/snow) from the Beijing Capital International Airport.  The dataset serves as a benchmark for time series forecasting, using weather data to predict pollution.  Contains missing values in the 'pm2.5' variable.",This dataset is valuable for understanding the relationship between meteorological factors and PM2.5 pollution levels in Beijing over a five-year period. It is commonly used for evaluating time series forecasting models.,43,1,10,Split into 2 records on 2025-08-01 17:08:33,"Multiple Datasets. While both sources discuss a 'Beijing PM2.5' dataset originating from the UCI Machine Learning Repository, key differences, such as the number of variables and the provided DOIs/URLs, indicate they are distinct datasets.  Source 1 ('CiK') points to a dataset spanning 2010-2014, while Source 2 ('Lag-Llama') does not explicitly mention the time span but links to a different DOI. Further investigation with a web search confirmed the existence of two separate datasets related to Beijing PM2.5 on the UCI repository: one covering 2010-2014 with meteorological data and the other (multi-site) covering 2013-2017 with broader air quality data from multiple locations.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,
Beijing Multi-Site Air-Quality Data,Air Quality,"18 (including PM2.5, PM10, SO2, NO2, CO, O3, temperature, pressure, dew point, rainfall, wind direction/speed, and station ID)",420768 (across 12 stations),1 Hour,UCI Machine Learning Repository,"(The original link from Lag-Llama resolves to a general dataset search page, not a specific dataset.  The true link was identified through additional web searches.) https://archive.ics.uci.edu/ml/datasets/Beijing+Multi-Site+Air-Quality+Data","Contains hourly air quality measurements (PM2.5, PM10, SO2, NO2, CO, O3) from 12 monitoring sites across Beijing, along with matched meteorological data from the nearest weather stations. Covers the period from March 1, 2013, to February 28, 2017.",This multi-site dataset provides a more comprehensive view of air quality across Beijing compared to the single-location dataset. It allows for the analysis of spatial variations and the impact of localized factors.,43,1,10,Split into 2 records on 2025-08-01 17:08:33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beijing-Subway,Transportation,Varies (ridership per line/station),Varies (daily/weekly),Daily / Weekly,Beijing Subway / MetroDB.org,Link,"Passenger traffic data for the Beijing subway system, often used to analyze urban mobility, economic activity, and the impact of infrastructure investment.",Data is often aggregated and used in economic and transportation planning studies.21,44,3,10,Auto-reconciled (1 unique source) on 2025-08-01 17:09:03,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,Y,,,,,
BeijingPM10Quality,Environmental Monitoring,9,24,1 hour,UCI Machine Learning Repository,Link,"Identical to BeijingPM25Quality in its input data (9 meteorological variables over 24 hours, with missing values), but the target variable is the daily average PM10 air quality.","Like the HouseholdPowerConsumption pair, this dataset allows for testing a model's ability to adapt to a different but related target (PM10 vs. PM2.5) from the same input features. Performance differences can highlight a model's sensitivity to the specific target variable.",45,1,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BeijingPM25Quality,Environmental Monitoring,9,24,1 hour,UCI Machine Learning Repository,http://tseregression.org/,"This dataset is designed for predicting the daily average PM2.5 air quality in Beijing.  It consists of time series, each containing 24 hourly measurements of 9 meteorological variables (e.g., dew point, temperature, pressure, wind speed).  The dataset includes missing values.","This is a multivariate time series dataset suitable for regression tasks. The main challenge lies in combining the 9 meteorological variables effectively to predict the daily PM2.5 level. This is one of two related datasets from the same source, the other focusing on different pollutant particle sizes.",46,2,10,Split into 2 records on 2025-08-01 17:09:20,"Multiple Datasets

The sources describe two distinct datasets that share the name `BeijingPM25Quality`.  While both relate to Beijing air quality, they differ significantly in their structure and scope. Source 1 ('Monash TSER') describes a dataset of *hourly* meteorological data used to predict *daily average* PM2.5 levels. Each instance consists of 24 hourly measurements of 9 variables. Source 2 ('UTSD'), however, refers to a larger dataset spanning four years with hourly measurements of various pollutants and meteorological factors from multiple sites. This suggests a dataset of individual hourly measurements, rather than 24-hour sequences. The differing number of time points (24 vs 3.66) and descriptions further support this conclusion.  The web search also corroborated the existence of these two separate datasets.",,X,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
